CMPL_FAC_ID,SAND,SURV_DTE,DIP,AVG_ORIG_OIL_SAT,ORIG_OIL_H,RMNG_OIL_H,GAS_H,TOTAL_INJ,TOTAL_GNTL_INJ,Lin_Dist_Inj_Factor,SGMT_CUM_STM_INJ_1,FT_DIST_PAT_1,SGMT_CUM_STM_INJ_2,FT_DIST_PAT_2,SGMT_CUM_STM_INJ_3,FT_DIST_PAT_3,TOTAL_PROD,Lin_Dist_Prod_Factor,PCT_DESAT_TO_ORIG
435,TULS_E2,10/25/2012,0.07,0.34,11.5,11.5,0.0,124619044.97,1127882,0.326,171160.0,130.0,103131.0,372.0,303809.0,465.0,8904160,0.41063865200000005,0.0
435,TULS_E2,9/2/2016,0.07,0.34,11.5,10.0,1.5,179184468.05,2031988,0.36200000000000004,266548.0,130.0,433783.0,372.0,342084.0,465.0,18796208,0.380934875,0.13
435,TULS_E3,10/25/2012,0.08,0.68,24.5,24.5,0.0,124619044.97,1753702,0.332,201502.0,130.0,165513.0,372.0,311275.0,465.0,8904160,0.41063865200000005,0.0
435,TULS_E3,9/2/2016,0.08,0.68,24.5,24.5,0.0,179184468.05,2950123,0.381,483088.0,130.0,398915.0,372.0,399054.0,465.0,18796208,0.380934875,0.0
435,TULS_E4,9/2/2016,0.08,0.11,5.0,5.0,0.0,179184468.05,126232,0.307,,,,,,,18796208,0.380934875,0.0
435,TULS_E4,10/25/2012,0.08,0.11,5.0,5.0,0.0,124619044.97,126232,0.307,,,,,,,8904160,0.41063865200000005,0.0
438,TULS_D1,1/1/1990,0.06,0.3,12.0,12.0,0.0,0.0,0,0.33399999999999996,0.0,,0.0,299.0,0.0,,0,0.38019332100000003,0.0
438,TULS_D1,12/31/2010,0.06,0.3,12.0,0.0,12.5,45452665.51,411574,0.33399999999999996,,,78431.0,299.0,,,2578810,0.38019332100000003,1.0
438,TULS_D1,12/29/2011,0.06,0.3,12.0,0.0,12.5,64641852.94,617131,0.33399999999999996,,,135159.0,299.0,,,3907174,0.377782574,1.0
438,TULS_D1,10/24/2012,0.06,0.3,12.0,0.0,12.5,79062885.12,720355,0.321,,,146189.0,299.0,,,4861660,0.371881629,1.0
438,TULS_D1,2/27/2015,0.06,0.3,12.0,0.0,12.5,124884054.06,1077184,0.32799999999999996,,,221050.0,299.0,,,9603872,0.404295754,1.0
438,TULS_D3,12/31/2010,0.07,0.39,27.5,10.5,17.0,45452665.51,1579113,0.419,152827.0,239.0,218475.0,299.0,163741.0,471.0,2578810,0.38019332100000003,0.62
438,TULS_D3,12/29/2011,0.07,0.39,27.5,7.0,20.5,64641852.94,2191823,0.42100000000000004,199079.0,239.0,314956.0,299.0,239000.0,471.0,3907174,0.377782574,0.75
438,TULS_D3,10/24/2012,0.07,0.39,27.5,5.0,22.5,79062885.12,2666288,0.42,258548.0,239.0,369442.0,299.0,297002.0,471.0,4861660,0.371881629,0.82
438,TULS_D3,2/27/2015,0.07,0.39,27.5,3.5,24.0,124884054.06,4123357,0.44,448448.0,239.0,561244.0,299.0,483732.0,471.0,9603872,0.404295754,0.87
438,TULS_E1,12/31/2010,0.06,0.18,7.5,7.5,0.0,45452665.51,322771,0.27,0.0,239.0,31756.0,299.0,20588.0,471.0,2578810,0.38019332100000003,0.0
438,TULS_E1,12/29/2011,0.06,0.18,7.5,3.0,5.0,64641852.94,500844,0.312,0.0,239.0,54004.0,299.0,29893.0,471.0,3907174,0.377782574,0.67
438,TULS_E1,10/24/2012,0.06,0.18,7.5,0.0,8.0,79062885.12,698320,0.349,0.0,239.0,117145.0,299.0,39624.0,471.0,4861660,0.371881629,1.0
438,TULS_E1,2/27/2015,0.06,0.18,7.5,0.0,8.0,124884054.06,1042673,0.36200000000000004,0.0,239.0,216585.0,299.0,39663.0,471.0,9603872,0.404295754,1.0
438,TULS_E2,12/31/2010,0.08,0.28,12.5,10.0,3.5,45452665.51,985896,0.503,145959.0,239.0,208566.0,299.0,116421.0,471.0,2578810,0.38019332100000003,0.28
438,TULS_E2,12/29/2011,0.08,0.28,12.5,7.5,6.0,64641852.94,1259026,0.505,214825.0,239.0,248983.0,299.0,149747.0,471.0,3907174,0.377782574,0.48
438,TULS_E3,12/31/2010,0.08,0.36,14.0,12.5,1.5,45452665.51,872424,0.373,113356.0,239.0,81759.0,299.0,89159.0,471.0,2578810,0.38019332100000003,0.11
438,TULS_E3,12/29/2011,0.08,0.36,14.0,6.5,7.5,64641852.94,1247729,0.36700000000000005,163615.0,239.0,81759.0,299.0,143910.0,471.0,3907174,0.377782574,0.54
438,TULS_E3,10/24/2012,0.08,0.36,14.0,3.5,10.5,79062885.12,1593947,0.371,211833.0,239.0,87186.0,299.0,201502.0,471.0,4861660,0.371881629,0.75
438,TULS_E3,2/27/2015,0.08,0.36,14.0,0.0,14.0,124884054.06,2797818,0.37,298993.0,239.0,202189.0,299.0,354717.0,471.0,9603872,0.404295754,1.0
438,TULS_E4,12/31/2010,0.08,0.13,5.0,3.0,3.0,45452665.51,142324,0.11599999999999999,,,,,,,2578810,0.38019332100000003,0.6
438,TULS_E5,1/1/1990,0.07,0.38,39.5,39.5,0.0,0.0,0,0.35100000000000003,0.0,239.0,0.0,299.0,0.0,471.0,0,0.38019332100000003,0.0
438,TULS_E5,12/31/2010,0.07,0.38,39.5,36.0,4.0,45452665.51,546211,0.35100000000000003,54744.0,239.0,5657.0,299.0,102072.0,471.0,2578810,0.38019332100000003,0.1
438,TULS_E5,12/29/2011,0.07,0.38,39.5,32.5,7.5,64641852.94,896370,0.312,54744.0,239.0,5657.0,299.0,145856.0,471.0,3907174,0.377782574,0.19
438,TULS_E5,10/24/2012,0.07,0.38,39.5,30.5,9.5,79062885.12,1217827,0.292,54744.0,239.0,13798.0,299.0,174786.0,471.0,4861660,0.371881629,0.24
438,TULS_E5,2/27/2015,0.07,0.38,39.5,26.5,13.5,124884054.06,2523579,0.335,127974.0,239.0,235535.0,299.0,264908.0,471.0,9603872,0.404295754,0.34
142132,TULS_B5,4/1/1997,0.07,0.25,11.0,11.0,0.0,37616011.75,187440,0.413,,,29052.0,291.0,76669.0,407.0,1261745,0.29698294,0.0
142132,TULS_B5,1/1/1999,0.07,0.25,11.0,11.0,0.0,94323348.62,581614,0.409,,,98015.0,291.0,225334.0,407.0,3156417,0.282667573,0.0
142132,TULS_B5,1/1/2000,0.07,0.25,11.0,11.0,0.0,126466387.04,712828,0.391,,,98015.0,291.0,295614.0,407.0,4530756,0.266889117,0.0
142132,TULS_B5,1/1/2002,0.07,0.25,11.0,11.0,0.0,180942213.7,877895,0.382,,,98015.0,291.0,402771.0,407.0,7372335,0.274545711,0.0
142132,TULS_B5,1/1/2003,0.07,0.25,11.0,7.5,3.5,204782856.31,965196,0.37799999999999995,,,102519.0,291.0,431391.0,407.0,8975045,0.279153549,0.32
142132,TULS_B5,1/1/2004,0.07,0.25,11.0,7.5,3.5,225387888.08,1037927,0.379,,,102519.0,291.0,446202.0,407.0,10186094,0.283478672,0.32
142132,TULS_B5,1/1/2006,0.07,0.25,11.0,7.5,3.5,265608923.12,1225039,0.375,,,116160.0,291.0,535046.0,407.0,12710641,0.29790382600000004,0.32
142132,TULS_B5,12/17/2007,0.07,0.25,11.0,7.5,3.5,301816793.42,1475221,0.38299999999999995,,,154932.0,291.0,615391.0,407.0,15003202,0.305063328,0.32
142132,TULS_B5,5/29/2009,0.07,0.25,11.0,6.0,5.0,327605392.54,1655995,0.38,,,165944.0,291.0,678565.0,407.0,16413315,0.309509386,0.45
142132,TULS_B5,8/16/2011,0.07,0.25,11.0,6.0,5.0,352338955.0,1835138,0.382,,,191178.0,291.0,743803.0,407.0,17958515,0.317266019,0.45
142132,TULS_B5,9/16/2014,0.07,0.25,11.0,6.0,5.0,378290905.18,1835138,0.382,,,191178.0,291.0,743803.0,407.0,19984952,0.316116635,0.45
142132,TULS_B5,10/25/2012,0.07,0.25,11.0,6.0,5.0,357200911.58,1835138,0.382,,,191178.0,291.0,743803.0,407.0,18771527,0.315665425,0.45
142132,TULS_C5,10/14/1995,0.07,0.02,0.53,0.53,0.0,10222353.32,28084,0.61,15655.0,232.0,,,,,179787,0.321715707,0.0
142132,TULS_C5,4/1/1997,0.07,0.02,0.53,0.53,0.0,37616011.75,225201,0.599,71837.0,232.0,27115.0,291.0,8231.0,407.0,1261745,0.29698294,0.0
142132,TULS_C5,1/1/1999,0.07,0.02,0.53,0.0,0.53,94323348.62,710333,0.475,125187.0,232.0,62160.0,291.0,162056.0,407.0,3156417,0.282667573,1.0
142132,TULS_C5,1/1/2000,0.07,0.02,0.53,0.0,0.53,126466387.04,1056736,0.474,143104.0,232.0,103443.0,291.0,258650.0,407.0,4530756,0.266889117,1.0
142132,TULS_C5,1/1/2002,0.07,0.02,0.53,0.0,0.53,180942213.7,1731050,0.495,260823.0,232.0,167228.0,291.0,385950.0,407.0,7372335,0.274545711,1.0
142132,TULS_C5,1/1/2003,0.07,0.02,0.53,0.0,0.53,204782856.31,2031515,0.498,300216.0,232.0,208820.0,291.0,453083.0,407.0,8975045,0.279153549,1.0
142132,TULS_C5,1/1/2004,0.07,0.02,0.53,0.0,0.53,225387888.08,2279927,0.502,336782.0,232.0,272463.0,291.0,505800.0,407.0,10186094,0.283478672,1.0
142132,TULS_C5,1/1/2006,0.07,0.02,0.53,0.0,0.53,265608923.12,2887804,0.524,406307.0,232.0,449026.0,291.0,556944.0,407.0,12710641,0.29790382600000004,1.0
142132,TULS_C5,12/17/2007,0.07,0.02,0.53,0.0,0.53,301816793.42,3398425,0.535,458578.0,232.0,569902.0,291.0,599095.0,407.0,15003202,0.305063328,1.0
142132,TULS_C5,5/29/2009,0.07,0.02,0.53,0.0,0.53,327605392.54,3848014,0.539,495292.0,232.0,674855.0,291.0,651371.0,407.0,16413315,0.309509386,1.0
142132,TULS_C5,8/16/2011,0.07,0.02,0.53,0.0,0.53,352338955.0,4084182,0.5429999999999999,536756.0,232.0,739475.0,291.0,662255.0,407.0,17958515,0.317266019,1.0
142132,TULS_C5,10/25/2012,0.07,0.02,0.53,0.0,0.53,357200911.58,4096943,0.5429999999999999,541432.0,232.0,739475.0,291.0,662255.0,407.0,18771527,0.315665425,1.0
142132,TULS_C5,9/16/2014,0.07,0.02,0.53,0.0,0.53,378290905.18,4299990,0.5429999999999999,580767.0,232.0,775880.0,291.0,662255.0,407.0,19984952,0.316116635,1.0
142132,TULS_D5,10/14/1995,0.08,0.18,9.0,9.0,0.0,10222353.32,169764,0.36700000000000005,13214.0,232.0,,,,,179787,0.321715707,0.0
142132,TULS_D5,4/1/1997,0.08,0.18,9.0,9.0,0.0,37616011.75,306217,0.485,54565.0,232.0,23241.0,291.0,,,1261745,0.29698294,0.0
142132,TULS_D5,1/1/1999,0.08,0.18,9.0,9.0,0.0,94323348.62,637514,0.5539999999999999,124888.0,232.0,97765.0,291.0,0.0,407.0,3156417,0.282667573,0.0
142132,TULS_D5,1/1/2000,0.08,0.18,9.0,9.0,0.0,126466387.04,755753,0.563,151252.0,232.0,139048.0,291.0,0.0,407.0,4530756,0.266889117,0.0
142132,TULS_D5,1/1/2002,0.08,0.18,9.0,9.0,0.0,180942213.7,856764,0.5670000000000001,155704.0,232.0,202833.0,291.0,0.0,407.0,7372335,0.274545711,0.0
142132,TULS_D5,1/1/2003,0.08,0.18,9.0,6.5,2.5,204782856.31,905560,0.564,155875.0,232.0,221222.0,291.0,0.0,407.0,8975045,0.279153549,0.28
142132,TULS_D5,1/1/2004,0.08,0.18,9.0,6.5,2.5,225387888.08,967399,0.561,155875.0,232.0,235686.0,291.0,0.0,407.0,10186094,0.283478672,0.28
142132,TULS_D5,1/1/2006,0.08,0.18,9.0,6.5,2.5,265608923.12,1087448,0.555,184175.0,232.0,266149.0,291.0,0.0,407.0,12710641,0.29790382600000004,0.28
142132,TULS_D5,12/17/2007,0.08,0.18,9.0,6.5,2.5,301816793.42,1179772,0.53,184175.0,232.0,266149.0,291.0,0.0,407.0,15003202,0.305063328,0.28
142132,TULS_D5,5/29/2009,0.08,0.18,9.0,6.5,2.5,327605392.54,1221264,0.527,194863.0,232.0,266149.0,291.0,0.0,407.0,16413315,0.309509386,0.28
142132,TULS_D5,8/16/2011,0.08,0.18,9.0,6.5,2.5,352338955.0,1308348,0.524,223569.0,232.0,266149.0,291.0,0.0,407.0,17958515,0.317266019,0.28
142132,TULS_D5,10/25/2012,0.08,0.18,9.0,5.0,4.0,357200911.58,1376710,0.512,225440.0,232.0,266149.0,291.0,0.0,407.0,18771527,0.315665425,0.44
142132,TULS_D5,9/16/2014,0.08,0.18,9.0,3.5,5.5,378290905.18,1609625,0.49700000000000005,242594.0,232.0,291350.0,291.0,0.0,407.0,19984952,0.316116635,0.61
142132,TULS_B1,10/14/1995,0.07,0.35,18.0,18.0,0.0,10222353.32,58699,0.61,33920.0,232.0,,,,,179787,0.321715707,0.0
142132,TULS_B1,4/1/1997,0.07,0.35,18.0,18.0,0.0,37616011.75,286867,0.631,126788.0,232.0,50357.0,291.0,,,1261745,0.29698294,0.0
142132,TULS_B1,1/1/1999,0.07,0.35,18.0,18.0,0.0,94323348.62,725676,0.635,235478.0,232.0,177455.0,291.0,,,3156417,0.282667573,0.0
142132,TULS_B1,1/1/2000,0.07,0.35,18.0,18.0,0.0,126466387.04,830418,0.634,289228.0,232.0,177455.0,291.0,,,4530756,0.266889117,0.0
142132,TULS_B1,1/1/2002,0.07,0.35,18.0,18.0,0.0,180942213.7,1049337,0.64,329320.0,232.0,177455.0,291.0,,,7372335,0.274545711,0.0
142132,TULS_B1,1/1/2003,0.07,0.35,18.0,11.0,7.0,204782856.31,1197003,0.6409999999999999,334721.0,232.0,228493.0,291.0,,,8975045,0.279153549,0.39
142132,TULS_B1,1/1/2004,0.07,0.35,18.0,11.0,7.0,225387888.08,1406185,0.637,374178.0,232.0,228493.0,291.0,,,10186094,0.283478672,0.39
142132,TULS_B1,1/1/2006,0.07,0.35,18.0,11.0,7.0,265608923.12,1616095,0.635,466878.0,232.0,242134.0,291.0,,,12710641,0.29790382600000004,0.39
142132,TULS_B1,12/17/2007,0.07,0.35,18.0,8.0,10.0,301816793.42,1805181,0.634,536573.0,232.0,280906.0,291.0,,,15003202,0.305063328,0.56
142132,TULS_B1,5/29/2009,0.07,0.35,18.0,1.0,17.0,327605392.54,1873018,0.633,564939.0,232.0,291918.0,291.0,,,16413315,0.309509386,0.94
142132,TULS_B1,10/25/2012,0.07,0.35,18.0,0.0,18.0,357200911.58,1888929,0.634,564939.0,232.0,300330.0,291.0,,,18771527,0.315665425,1.0
142132,TULS_B1,9/16/2014,0.07,0.35,18.0,0.0,18.0,378290905.18,1888929,0.634,564939.0,232.0,300330.0,291.0,,,19984952,0.316116635,1.0
142132,TULS_B1,8/16/2011,0.07,0.35,18.0,0.0,18.0,352338955.0,1888929,0.634,564939.0,232.0,300330.0,291.0,,,17958515,0.317266019,1.0
142132,TULS_C2,10/14/1995,0.1,0.62,38.5,38.5,0.0,10222353.32,54383,0.61,30006.0,232.0,,,,,179787,0.321715707,0.0
142132,TULS_C2,4/1/1997,0.1,0.62,38.5,38.5,0.0,37616011.75,383496,0.596,145150.0,232.0,9684.0,291.0,11795.0,407.0,1261745,0.29698294,0.0
142132,TULS_C2,1/1/1999,0.1,0.62,38.5,36.5,2.0,94323348.62,656672,0.5870000000000001,254236.0,232.0,33519.0,291.0,36844.0,407.0,3156417,0.282667573,0.05
142132,TULS_C2,1/1/2000,0.1,0.62,38.5,36.5,2.0,126466387.04,833312,0.588,287510.0,232.0,74802.0,291.0,43872.0,407.0,4530756,0.266889117,0.05
142132,TULS_C2,1/1/2002,0.1,0.62,38.5,36.5,2.0,180942213.7,1191287,0.57,359763.0,232.0,138588.0,291.0,63854.0,407.0,7372335,0.274545711,0.05
142132,TULS_C2,1/1/2003,0.1,0.62,38.5,36.5,2.0,204782856.31,1323284,0.56,391555.0,232.0,152007.0,291.0,99629.0,407.0,8975045,0.279153549,0.05
142132,TULS_C2,1/1/2004,0.1,0.62,38.5,36.5,2.0,225387888.08,1385140,0.5579999999999999,427569.0,232.0,152007.0,291.0,118142.0,407.0,10186094,0.283478672,0.05
142132,TULS_C2,1/1/2006,0.1,0.62,38.5,36.5,2.0,265608923.12,1708790,0.537,497094.0,232.0,157624.0,291.0,173164.0,407.0,12710641,0.29790382600000004,0.05
142132,TULS_C2,12/17/2007,0.1,0.62,38.5,36.5,2.0,301816793.42,2010584,0.525,549365.0,232.0,173589.0,291.0,261655.0,407.0,15003202,0.305063328,0.05
142132,TULS_C2,5/29/2009,0.1,0.62,38.5,36.5,2.0,327605392.54,2163694,0.53,613393.0,232.0,178123.0,291.0,281390.0,407.0,16413315,0.309509386,0.05
142132,TULS_C2,8/16/2011,0.1,0.62,38.5,36.5,2.0,352338955.0,2455332,0.536,728216.0,232.0,192142.0,291.0,299594.0,407.0,17958515,0.317266019,0.05
142132,TULS_C2,10/25/2012,0.1,0.62,38.5,36.5,2.0,357200911.58,2487433,0.537,748792.0,232.0,192142.0,291.0,299594.0,407.0,18771527,0.315665425,0.05
142132,TULS_C2,9/16/2014,0.1,0.62,38.5,36.5,2.0,378290905.18,2724936,0.542,906920.0,232.0,192142.0,291.0,299594.0,407.0,19984952,0.316116635,0.05
142132,TULS_D1,1/1/1999,0.08,0.45,26.97,20.5,6.47,94323348.62,19416,0.239,,,,,0.0,407.0,3156417,0.282667573,0.24
142132,TULS_D1,1/1/2000,0.08,0.45,26.97,20.5,6.47,126466387.04,77996,0.239,,,,,0.0,407.0,4530756,0.266889117,0.24
142132,TULS_D1,1/1/2002,0.08,0.45,26.97,20.5,6.47,180942213.7,192351,0.239,,,,,0.0,407.0,7372335,0.274545711,0.24
142132,TULS_D1,1/1/2003,0.08,0.45,26.97,20.5,6.47,204782856.31,228205,0.239,,,,,0.0,407.0,8975045,0.279153549,0.24
142132,TULS_D1,1/1/2004,0.08,0.45,26.97,20.5,6.47,225387888.08,250544,0.239,,,,,0.0,407.0,10186094,0.283478672,0.24
142132,TULS_D1,1/1/2006,0.08,0.45,26.97,20.5,6.47,265608923.12,273189,0.239,,,,,0.0,407.0,12710641,0.29790382600000004,0.24
142132,TULS_D1,12/17/2007,0.08,0.45,26.97,20.5,6.47,301816793.42,349319,0.239,,,,,0.0,407.0,15003202,0.305063328,0.24
142132,TULS_D1,5/29/2009,0.08,0.45,26.97,20.5,6.47,327605392.54,479766,0.239,,,,,0.0,407.0,16413315,0.309509386,0.24
142132,TULS_D1,8/16/2011,0.08,0.45,26.97,20.5,6.47,352338955.0,665217,0.239,,,,,0.0,407.0,17958515,0.317266019,0.24
142132,TULS_D1,10/25/2012,0.08,0.45,26.97,20.5,6.47,357200911.58,690561,0.239,,,,,0.0,407.0,18771527,0.315665425,0.24
142132,TULS_D1,9/16/2014,0.08,0.45,26.97,20.5,6.47,378290905.18,729786,0.239,,,,,0.0,407.0,19984952,0.316116635,0.24
142132,TULS_C4,1/1/1990,0.1,0.57,41.0,41.0,0.0,0.0,0,0.61,0.0,232.0,0.0,,0.0,,0,0.321715707,0.0
142132,TULS_C4,10/14/1995,0.1,0.57,41.0,41.0,0.0,10222353.32,66869,0.61,37834.0,232.0,,,,,179787,0.321715707,0.0
142132,TULS_C4,4/1/1997,0.1,0.57,41.0,41.0,0.0,37616011.75,367503,0.5660000000000001,160171.0,232.0,,,29488.0,407.0,1261745,0.29698294,0.0
142132,TULS_C4,1/1/1999,0.1,0.57,41.0,41.0,0.0,94323348.62,923130,0.562,324547.0,232.0,50250.0,291.0,93465.0,407.0,3156417,0.282667573,0.0
142132,TULS_C4,1/1/2000,0.1,0.57,41.0,41.0,0.0,126466387.04,1157911,0.5589999999999999,396213.0,232.0,70892.0,291.0,118063.0,407.0,4530756,0.266889117,0.0
142132,TULS_C4,1/1/2002,0.1,0.57,41.0,41.0,0.0,180942213.7,1553885,0.546,504219.0,232.0,102785.0,291.0,164431.0,407.0,7372335,0.274545711,0.0
142132,TULS_C4,1/1/2003,0.1,0.57,41.0,38.5,2.5,204782856.31,1692992,0.537,525389.0,232.0,116249.0,291.0,205930.0,407.0,8975045,0.279153549,0.06
142132,TULS_C4,1/1/2004,0.1,0.57,41.0,38.5,2.5,225387888.08,1751856,0.531,542712.0,232.0,116249.0,291.0,227406.0,407.0,10186094,0.283478672,0.06
142132,TULS_C4,1/1/2006,0.1,0.57,41.0,38.5,2.5,265608923.12,1885621,0.527,565887.0,232.0,121064.0,291.0,275765.0,407.0,12710641,0.29790382600000004,0.06
142132,TULS_C4,12/17/2007,0.1,0.57,41.0,38.5,2.5,301816793.42,1994260,0.53,583310.0,232.0,134748.0,291.0,281400.0,407.0,15003202,0.305063328,0.06
142132,TULS_C4,5/29/2009,0.1,0.57,41.0,37.5,3.5,327605392.54,2184299,0.541,618904.0,232.0,193106.0,291.0,281400.0,407.0,16413315,0.309509386,0.09
142132,TULS_C4,8/16/2011,0.1,0.57,41.0,37.5,3.5,352338955.0,2421121,0.55,695453.0,232.0,239531.0,291.0,281400.0,407.0,17958515,0.317266019,0.09
142132,TULS_C4,10/25/2012,0.1,0.57,41.0,37.5,3.5,357200911.58,2445357,0.55,709949.0,232.0,239531.0,291.0,281400.0,407.0,18771527,0.315665425,0.09
142132,TULS_C4,9/16/2014,0.1,0.57,41.0,37.5,3.5,378290905.18,2788101,0.546,822671.0,232.0,294731.0,291.0,281400.0,407.0,19984952,0.316116635,0.09
142132,TULS_D4,10/14/1995,0.08,0.68,23.0,23.0,0.0,10222353.32,192718,0.397,26428.0,232.0,,,,,179787,0.321715707,0.0
142132,TULS_D4,4/1/1997,0.08,0.68,23.0,23.0,0.0,37616011.75,388164,0.513,104245.0,232.0,11621.0,291.0,,,1261745,0.29698294,0.0
142132,TULS_D4,1/1/1999,0.08,0.68,23.0,23.0,0.0,94323348.62,732474,0.547,151141.0,232.0,106539.0,291.0,0.0,407.0,3156417,0.282667573,0.0
142132,TULS_D4,1/1/2000,0.08,0.68,23.0,23.0,0.0,126466387.04,943102,0.536,185331.0,232.0,150771.0,291.0,0.0,407.0,4530756,0.266889117,0.0
142132,TULS_D4,1/1/2002,0.08,0.68,23.0,23.0,0.0,180942213.7,1229544,0.525,206986.0,232.0,219112.0,291.0,0.0,407.0,7372335,0.274545711,0.0
142132,TULS_D4,1/1/2003,0.08,0.68,23.0,20.5,2.5,204782856.31,1390930,0.526,217631.0,232.0,249557.0,291.0,0.0,407.0,8975045,0.279153549,0.11
142132,TULS_D4,1/1/2004,0.08,0.68,23.0,20.5,2.5,225387888.08,1616716,0.531,286795.0,232.0,259682.0,291.0,0.0,407.0,10186094,0.283478672,0.11
142132,TULS_D4,1/1/2006,0.08,0.68,23.0,20.5,2.5,265608923.12,1954521,0.532,400865.0,232.0,281005.0,291.0,0.0,407.0,12710641,0.29790382600000004,0.11
142132,TULS_D4,12/17/2007,0.08,0.68,23.0,20.5,2.5,301816793.42,2316349,0.519,500811.0,232.0,281005.0,291.0,0.0,407.0,15003202,0.305063328,0.11
142132,TULS_D4,5/29/2009,0.08,0.68,23.0,12.5,10.5,327605392.54,2545652,0.519,580332.0,232.0,281005.0,291.0,0.0,407.0,16413315,0.309509386,0.46
142132,TULS_D4,8/16/2011,0.08,0.68,23.0,5.5,17.5,352338955.0,2692081,0.511,609038.0,232.0,281005.0,291.0,0.0,407.0,17958515,0.317266019,0.76
142132,TULS_D4,10/25/2012,0.08,0.68,23.0,5.5,17.5,357200911.58,2714911,0.51,610908.0,232.0,281005.0,291.0,0.0,407.0,18771527,0.315665425,0.76
142132,TULS_D4,9/16/2014,0.08,0.68,23.0,3.5,19.5,378290905.18,2838105,0.506,626056.0,232.0,309826.0,291.0,0.0,407.0,19984952,0.316116635,0.85
142132,TULS_E1,1/1/1990,0.08,0.04,0.59,0.59,0.0,0.0,0,0.32899999999999996,0.0,,0.0,,0.0,407.0,0,0.29698294,0.0
142132,TULS_E1,4/1/1997,0.08,0.04,0.59,0.59,0.0,37616011.75,24206,0.32899999999999996,,,,,8231.0,407.0,1261745,0.29698294,0.0
142132,TULS_E1,1/1/1999,0.08,0.04,0.59,0.59,0.0,94323348.62,177955,0.325,0.0,232.0,,,76882.0,407.0,3156417,0.282667573,0.0
142132,TULS_E1,1/1/2000,0.08,0.04,0.59,0.59,0.0,126466387.04,236683,0.321,0.0,232.0,,,113009.0,407.0,4530756,0.266889117,0.0
142132,TULS_E1,1/1/2002,0.08,0.04,0.59,0.0,0.59,180942213.7,250153,0.321,0.0,232.0,,,116650.0,407.0,7372335,0.274545711,1.0
142132,TULS_E1,1/1/2003,0.08,0.04,0.59,0.0,0.59,204782856.31,260841,0.321,0.0,232.0,,,121994.0,407.0,8975045,0.279153549,1.0
142132,TULS_E1,1/1/2004,0.08,0.04,0.59,0.0,0.59,225387888.08,272792,0.322,0.0,232.0,,,127970.0,407.0,10186094,0.283478672,1.0
142132,TULS_E1,1/1/2006,0.08,0.04,0.59,0.0,0.59,265608923.12,287082,0.322,0.0,232.0,,,135115.0,407.0,12710641,0.29790382600000004,1.0
142132,TULS_E1,12/17/2007,0.08,0.04,0.59,0.0,0.59,301816793.42,343390,0.32299999999999995,0.0,232.0,,,158303.0,407.0,15003202,0.305063328,1.0
142132,TULS_E1,5/29/2009,0.08,0.04,0.59,0.0,0.59,327605392.54,374105,0.324,0.0,232.0,,,181500.0,407.0,16413315,0.309509386,1.0
142132,TULS_E1,9/16/2014,0.08,0.04,0.59,0.0,0.59,378290905.18,379168,0.324,0.0,232.0,,,184032.0,407.0,19984952,0.316116635,1.0
